name,category,description,compatibility,tools,mcp_servers,repo,license
temporal-python-pro,backend,"Master Temporal workflow orchestration with Python SDK. Implements durable workflows, saga patterns, and distributed tra",fully-compatible,,,wshobson/agents,MIT
tracking-measurement-specialist,backend,"Expert in conversion tracking architecture, tag management, and attribution modeling across Google Tag Manager, GA4, Goo",fully-compatible,web_fetch|web_search|read_file|write_file|edit_file|run_shell_command,,Raheel2774/agency-agents,MIT
trpc-expert,backend,"Expert in building reliable, efficient, and type-safe backend services using tRPC.",fully-compatible,,,0xfurai/claude-code-subagents,MIT
varela,backend,Francisco Varela reasoning pattern — run trained first-person observation and third-person measurement concurrently on t,requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
visual-asset-generator-backend,backend,"Expert visual asset generator specializing in production-ready digital assets for software projects. Masters app icons, ",needs-tool-mapping,read_file|write_file|run_shell_command,,ankitmundada/awesome-gemini-cli-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT
voice-ai-integration-engineer,backend,Expert in building end-to-end speech transcription pipelines using Whisper-style models and cloud ASR services — from ra,fully-compatible,,,Raheel2774/agency-agents,MIT
web-gis-developer,backend,"Full-stack web GIS engineer who builds interactive mapping applications — MapLibre GL JS, ArcGIS JS API, Leaflet, real-t",fully-compatible,,,Raheel2774/agency-agents,MIT
websocket-expert,backend,"Specializes in WebSocket protocol, implementation, and application. Provides expertise for real-time data exchange using",fully-compatible,,,0xfurai/claude-code-subagents,MIT
wechat-mini-program-developer,backend,"Expert WeChat Mini Program developer specializing in 小程序 development with WXML/WXSS/WXS, WeChat API integration, payment",fully-compatible,,,Raheel2774/agency-agents,MIT
wu,backend,Chien-Shiung Wu reasoning pattern — find the untested assumption inherited from predecessors and design the precise expe,requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
x-api-integration,backend,"Use this agent when building X/Twitter data products, integrating X API alternatives, designing tweet search workflows, ",fully-compatible,read_file|write_file|edit_file|glob|grep|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents,MIT
xr-immersive-developer,backend,Expert WebXR and immersive technology developer with specialization in browser-based AR/VR/XR applications,fully-compatible,,,Raheel2774/agency-agents,MIT
ai-engineer,ci-cd,"Expert AI/ML engineer specializing in machine learning model development, deployment, and integration into production sy",fully-compatible,,,Raheel2774/agency-agents,MIT
cicd-automation-deployment-engineer,ci-cd,"Expert deployment engineer specializing in modern CI/CD pipelines, GitOps workflows, and advanced deployment automation.",fully-compatible,,,wshobson/agents,MIT
cicd-manager,ci-cd,CI/CD 워크플로우를 설정하고 점검할 때,fully-compatible,read_file|write_file|edit_file,,sodam-ai/SoDam-Agent,Apache-2.0
cicd-pipeline-engineer,ci-cd,"Expert in CI/CD pipeline architecture across platforms. Use for build/test/deploy design, artifact promotion, quality ga",needs-tool-mapping,read_file|glob|write_file|run_shell_command,,JosephHampton/awesome-gemini-cli-subagents,NOASSERTION
cicd-redteam,ci-cd,"Delegates to this agent when the user wants to integrate red teaming into CI/CD pipelines, set up continuous automated s",fully-compatible,run_shell_command|read_file|write_file|edit_file|grep|glob|web_fetch|web_search,,0xSteph/pentest-ai-agents,MIT
circleci-expert,ci-cd,"Expert in CircleCI configuration, optimization, and troubleshooting for seamless continuous integration and delivery.",fully-compatible,,,0xfurai/claude-code-subagents,MIT
deployment-engineer,ci-cd,"Use this agent when designing, building, or optimizing CI/CD pipelines and deployment automation strategies.",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep|list_dir|web_search|web_fetch|mcp__context7__resolve-library-id|mcp__context7__get-library-docs|mcp__sequential-thinking__sequentialthinking,context7|sequential-thinking,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents;lst97/claude-code-sub-agents,MIT;MIT;MIT;MIT
github-actions-expert,ci-cd,Expert in GitHub Actions for automating workflows and CI/CD processes.,fully-compatible,,,0xfurai/claude-code-subagents,MIT
gitlab-ci-expert,ci-cd,"Expert in configuring, optimizing, and maintaining GitLab CI/CD pipelines for efficient software delivery.",fully-compatible,,,0xfurai/claude-code-subagents,MIT
jenkins-expert,ci-cd,"Jenkins expert specializing in continuous integration, delivery, and deployment automation. Mastery of Jenkinsfile scrip",fully-compatible,,,0xfurai/claude-code-subagents,MIT
license-engineer,ci-cd,"Use this agent when architecting, implementing, or optimizing end-to-end legal licensing systems—from OSI standard selec",fully-compatible,read_file|write_file|edit_file|glob|grep|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents,MIT
loan-officer-assistant,ci-cd,"Comprehensive loan officer assistant for mortgage and lending professionals — covering borrower intake, pre-qualificatio",fully-compatible,,,Raheel2774/agency-agents,MIT
rejewski,ci-cd,Marian Rejewski reasoning pattern — reconstruct an unknown system algebraically from its observable input-output behavio,requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
release-manager,ci-cd,"Owns the release pipeline: certification checklists, store submissions, platform requirements, version numbering, and re",fully-compatible,read_file|glob|grep|write_file|edit_file|run_shell_command,,Donchitos/Claude-Code-Game-Studios,MIT
roblox-avatar-creator,ci-cd,"Roblox UGC and avatar pipeline specialist - Masters Roblox's avatar system, UGC item creation, accessory rigging, textur",fully-compatible,,,Raheel2774/agency-agents,MIT
3d-scene-developer,cloud,"Web 3D visualization specialist who creates immersive 3D scenes, terrain models, point cloud visualizations, and interac",fully-compatible,,,Raheel2774/agency-agents,MIT
aws-specialist,cloud,"Expert in AWS architecture and services. Use for IAM, VPC networking, ECS/Lambda, S3, cost awareness, and debugging cros",needs-tool-mapping,read_file|glob|write_file|run_shell_command,,JosephHampton/awesome-gemini-cli-subagents,NOASSERTION
cicd-automation-cloud-architect,cloud,"Expert cloud architect specializing in AWS/Azure/GCP/OCI multi-cloud infrastructure design, advanced IaC (Terraform/Open",fully-compatible,,,wshobson/agents;wshobson/agents;wshobson/agents;wshobson/agents,MIT;MIT;MIT;MIT
cloud-architect,cloud,"A senior cloud architect AI that designs scalable, secure, and cost-efficient AWS, Azure, and GCP infrastructure. It spe",requires-mcp,read_file|write_file|edit_file|grep|glob|run_shell_command|list_dir|web_search|web_fetch|mcp__context7__resolve-library-id|mcp__context7__get-library-docs|mcp__sequential-thinking__sequentialthinking,context7|sequential-thinking,lst97/claude-code-sub-agents;ankitmundada/awesome-gemini-cli-subagents;JosephHampton/awesome-gemini-cli-subagents,MIT;MIT;NOASSERTION
cloud-security,cloud,"Delegates to this agent when the user asks about cloud security testing, AWS/Azure/GCP penetration testing, cloud miscon",fully-compatible,read_file|write_file|edit_file|grep|glob|web_fetch|web_search,,0xSteph/pentest-ai-agents,MIT
cloud-security-architect,cloud,"Cloud-native security specialist designing zero trust architectures, implementing defense-in-depth across AWS, Azure, an",fully-compatible,,,Raheel2774/agency-agents,MIT
drone-reality-mapping-specialist,cloud,"Photogrammetry and reality capture expert who processes drone imagery into orthomosaics, digital terrain models, point c",fully-compatible,,,Raheel2774/agency-agents,MIT
hybrid-cloud-architect,cloud,Expert hybrid cloud architect specializing in complex multi-cloud solutions across AWS/Azure/GCP/OCI and private clouds ,fully-compatible,,,wshobson/agents,MIT
ranganathan,cloud,S.R. Ranganathan reasoning pattern — replace single-hierarchy classification with faceted (PMEST) organization and the f,requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
ai-data-remediation-engineer,data,"Specialist in self-healing data pipelines — uses air-gapped local SLMs and semantic clustering to automatically detect, ",fully-compatible,,,Raheel2774/agency-agents,MIT
analytics-engineer,data,"The Analytics Engineer designs telemetry systems, player behavior tracking, A/B test frameworks, and data analysis pipel",fully-compatible,read_file|glob|grep|write_file|edit_file|run_shell_command|web_search,,Donchitos/Claude-Code-Game-Studios;JosephHampton/awesome-gemini-cli-subagents,MIT;NOASSERTION
analytics-reporter,data,"Expert data analyst transforming raw data into actionable business insights. Creates dashboards, performs statistical an",fully-compatible,,,Raheel2774/agency-agents,MIT
data-engineer,data,"Expert data engineer specializing in building reliable data pipelines, lakehouse architectures, and scalable data infras",fully-compatible,read_file|glob|write_file|run_shell_command|edit_file|grep|list_dir|web_search|web_fetch|mcp__context7__resolve-library-id|mcp__context7__get-library-docs|mcp__sequential-thinking__sequentialthinking,context7|sequential-thinking,Raheel2774/agency-agents;JosephHampton/awesome-gemini-cli-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents;lst97/claude-code-sub-agents;wshobson/agents,MIT;NOASSERTION;MIT;MIT;MIT;MIT
data-scientist-data,data,"Data scientist specializing in profile-first EDA, distribution-aware modeling, missingness classification",requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents;wshobson/agents,MIT;MIT
dgx-spark-ops-engineer,data,"NVIDIA DGX Spark environment doctor for GB10/aarch64/CUDA-13 systems. Diagnoses and fixes ML stack setup, unified-memory",fully-compatible,,,wshobson/agents,MIT
python-pro-data,data,"Expert Python developer specializing in modern Python 3.11+ development with deep expertise in type safety, async progra",needs-tool-mapping,read_file|write_file|run_shell_command,,ankitmundada/awesome-gemini-cli-subagents,MIT
retail-customer-returns,data,"Comprehensive retail customer returns specialist for processing returns, exchanges, and refunds across in-store, online,",fully-compatible,,,Raheel2774/agency-agents,MIT
spatial-data-engineer,data,"ETL specialist who transforms messy geospatial data from any source into clean, standardized, production-ready datasets ",fully-compatible,,,Raheel2774/agency-agents,MIT
spatial-data-scientist,data,"Advanced spatial analytics specialist who applies statistical modeling, spatial econometrics, clustering, and predictive",fully-compatible,,,Raheel2774/agency-agents,MIT
code-refactoring-legacy-modernizer,database,"Refactor legacy codebases, migrate outdated frameworks, and implement gradual modernization. Handles technical debt, dep",fully-compatible,,,wshobson/agents;wshobson/agents;wshobson/agents,MIT;MIT;MIT
cs-book-to-skill,database,Book-to-skill converter persona. Interrogates whether a source is worth converting before spending a generation pass on ,fully-compatible,read_file|write_file|edit_file|run_shell_command|grep|glob,,alirezarezvani/claude-skills,MIT
